epoch,distance_mae_error,gate_center_mae_error,loss,lr,orientation_mae_error,val_distance_mae_error,val_gate_center_mae_error,val_loss,val_orientation_mae_error
98,0.026402617,0.012684836,0.7182023539266685,1e-05,0.016172156,0.030060586,0.0132297315,0.860393140775462,0.016882997
99,0.026384003,0.012650689,0.7168859253657809,1e-05,0.016172782,0.030079948,0.013171237,0.8586525665596128,0.016891895
100,0.026351435,0.012660497,0.7162648785675434,1e-05,0.016215634,0.029995212,0.013233407,0.8572739952554306,0.016878096
101,0.026425764,0.012609082,0.7163099556921818,1e-05,0.016180737,0.029994773,0.013197744,0.8569209317987164,0.016863588
102,0.026414879,0.012673702,0.7178793070510663,1e-05,0.016169785,0.029981352,0.013185037,0.8578378151481351,0.016891176
103,0.026238639,0.0126139745,0.7147180034974686,1e-05,0.01620743,0.029912617,0.013205845,0.8579008722056946,0.016901849
104,0.026312144,0.012615544,0.7132599082797868,1e-05,0.016166458,0.029922042,0.013172203,0.8568176223586003,0.016873814
105,0.026219497,0.012621035,0.7107395588256735,1e-05,0.016186906,0.02997002,0.013172098,0.8557178849975268,0.016882686
106,0.026238073,0.012553945,0.7108439765485639,1e-05,0.016180879,0.029984318,0.013118984,0.8536619509880742,0.016859652
107,0.026262078,0.012576149,0.71154963566433,1e-05,0.016145378,0.029942032,0.013188437,0.8545002161214749,0.01685498
108,0.02624641,0.01256436,0.710904142065519,1e-05,0.016151777,0.029869117,0.0131840445,0.8539685995007554,0.016834304
109,0.026035631,0.012582274,0.7064134926117109,1e-05,0.01616059,0.029846244,0.013163175,0.8535117444892725,0.016829586
110,0.02630655,0.01254265,0.7121307146056511,1e-05,0.01613996,0.029892193,0.013110698,0.8517088852822781,0.016845712
111,0.025987659,0.012561683,0.704136343657902,1e-05,0.016119981,0.02980686,0.013105388,0.851362875662744,0.016854845
112,0.026108144,0.0125362575,0.7058123061358587,1e-05,0.016121676,0.029844739,0.013111185,0.8517868919298053,0.016828595
113,0.026019765,0.01253008,0.7040547189290981,1e-05,0.016100036,0.029851828,0.013114806,0.8510222931702932,0.016816407
114,0.026004005,0.012515366,0.7017189952043387,1e-05,0.016109997,0.029861208,0.013082379,0.8501411977534493,0.016805273
115,0.026001018,0.012467591,0.7007580672558632,1e-05,0.016105678,0.029807605,0.013072523,0.8500822850813469,0.016815372
116,0.02602852,0.012535234,0.7042027101451028,1e-05,0.016111126,0.029816946,0.01308309,0.8481688971320788,0.016810441
117,0.025858503,0.012509265,0.6973920393003799,1e-05,0.01609461,0.02980254,0.013070271,0.8479836713522673,0.016827973
118,0.026008049,0.012477704,0.701269251881456,1e-05,0.01607395,0.029792028,0.01309533,0.8476104844982425,0.016836774
119,0.025913484,0.012472786,0.6986071838987681,1e-05,0.016058255,0.029829869,0.013082475,0.8479626004894575,0.016846992
120,0.025712447,0.012452983,0.6918834383534236,1e-05,0.016065303,0.029802047,0.013046126,0.8477493850514293,0.016786434
121,0.025822628,0.012479544,0.6960589498384128,1e-05,0.016055293,0.029818876,0.013062608,0.846660092783471,0.016803818
122,0.025842108,0.012414947,0.6948032625849293,1e-05,0.01608454,0.02973222,0.013078881,0.846797035386165,0.016811568
123,0.025878927,0.012440309,0.6985923927427022,1e-05,0.016036976,0.02977886,0.013042737,0.847076897819837,0.016804704
124,0.0256943,0.01239823,0.6905444709907033,1e-05,0.016036173,0.029825052,0.01302423,0.8451578548798958,0.016781053
125,0.025780264,0.012406226,0.6927605886889107,1e-05,0.01603298,0.0297667,0.013013128,0.8434104096765319,0.016766004
126,0.025686277,0.012384027,0.69019073767996,1e-05,0.016009582,0.02988413,0.0129662845,0.8456855913003286,0.016740873
127,0.025703877,0.012386773,0.6908628908076873,1e-05,0.016045421,0.029670851,0.012993022,0.8421765873208642,0.01674217
128,0.025613163,0.012396604,0.6880217011158283,1e-05,0.016035687,0.029671112,0.013015289,0.8420984040324887,0.016760135
129,0.025619784,0.01237364,0.6867615340703117,1e-05,0.01596668,0.029670332,0.012972538,0.841980696345369,0.016747678
130,0.025550846,0.012372043,0.6897000282421177,1e-05,0.016031483,0.029670676,0.013018399,0.8446412179619074,0.016773092
131,0.02553575,0.012369839,0.685928117120307,1e-05,0.016000308,0.0296041,0.012966371,0.8386756985758742,0.016753264
132,0.025622042,0.012361291,0.686684541361477,1e-05,0.015993334,0.029550174,0.0129686,0.8391669302557906,0.016747054
133,0.025510672,0.012337799,0.6844388799812435,1e-05,0.016025243,0.029708356,0.012935644,0.8403972064455351,0.016734928
134,0.025464451,0.012345093,0.6823714712867781,1e-05,0.015984446,0.02959717,0.012923657,0.8379253915821513,0.016697424
135,0.025617115,0.012342189,0.6851358998793549,1e-05,0.016000833,0.02958602,0.01297587,0.8394274540866414,0.016738422
136,0.025547875,0.012333791,0.6832561197291833,1e-05,0.015964532,0.029595627,0.012916102,0.8381129636739691,0.016728958
137,0.025485935,0.012301411,0.6811905816009206,1e-05,0.015936699,0.02958612,0.01292022,0.8389391719053189,0.016691653
138,0.025479622,0.012314854,0.6827377746764882,1e-05,0.015972633,0.029632708,0.012917493,0.8380636392782131,0.016721448
139,0.025411688,0.012317011,0.6794252237893136,1e-05,0.01598081,0.029564206,0.012883487,0.8364346642047167,0.016699273
140,0.025298448,0.012302941,0.6765684771140873,1e-05,0.015966708,0.02959036,0.012933687,0.8378985530386368,0.016740207
141,0.025476385,0.012292992,0.679785755006372,1e-05,0.015935533,0.029551983,0.012903469,0.8352378817896048,0.016702028
142,0.025326757,0.012285627,0.6777601067562739,1e-05,0.015931504,0.02952738,0.012884479,0.8370603245372573,0.016687494
143,0.025276108,0.012273722,0.6746993894623561,1e-05,0.01593889,0.029500859,0.012899768,0.8353655307243267,0.016679322
144,0.025346804,0.012286854,0.6758663313533901,1e-05,0.015917154,0.029540062,0.012877402,0.8338953635344902,0.01671706
145,0.025369862,0.012275156,0.6764030645758632,1e-05,0.0159438,0.029457837,0.012890678,0.8343993487457434,0.016708152
146,0.025303323,0.012269818,0.6755825810810181,1e-05,0.015903642,0.029462926,0.012859564,0.8351128147915006,0.016674899
147,0.02537423,0.012270506,0.6760480635543915,1e-05,0.015914328,0.029473696,0.01288568,0.8340254832680026,0.01668413
148,0.025059566,0.012241285,0.6697321944409205,1e-05,0.015927425,0.029428873,0.012854638,0.8317401722694436,0.016663514
149,0.025328,0.012225237,0.6736281490216436,1e-05,0.015924785,0.029401375,0.012852121,0.8309897013629476,0.016657723
150,0.025203418,0.012229559,0.6719670627270445,1e-05,0.015912876,0.029546252,0.012810506,0.8330516628921032,0.016651789
151,0.025196977,0.012232296,0.6717924601585529,1e-05,0.015908938,0.029397653,0.012840016,0.8295682376871506,0.016649932
152,0.02509959,0.012217175,0.6684804011636706,1e-05,0.015894465,0.029456131,0.012817569,0.8304538407052556,0.016659517
153,0.025203332,0.012209374,0.6693033368661401,1e-05,0.015892494,0.029487262,0.012803851,0.83116649184376,0.016670426
154,0.025185516,0.012222738,0.6702265206694467,1e-05,0.015885327,0.029476365,0.012779435,0.8292719287176927,0.016632909
155,0.025080442,0.012190046,0.6668465570316796,1e-05,0.015883613,0.029409902,0.012786487,0.8295888248831034,0.016625628
156,0.025090178,0.012173003,0.6653577692199383,1e-05,0.01584176,0.029453503,0.012773194,0.8281506529698769,0.016640835
157,0.025012331,0.012193444,0.66390481163522,1e-05,0.015878644,0.029421806,0.012779248,0.8284730669111013,0.016617525
158,0.025085885,0.012165564,0.6664972569789186,1e-05,0.015862325,0.029396482,0.012751184,0.8270042960842451,0.016589476
159,0.025117166,0.012155013,0.6667316649387132,1e-05,0.015842818,0.029382028,0.012832317,0.8305238950997591,0.016658979
160,0.0250296,0.012133361,0.6636068352875562,1e-05,0.015826097,0.029418379,0.012756999,0.8269411449631056,0.016611693
161,0.02492448,0.012149801,0.6616996998217568,1e-05,0.015859103,0.029314263,0.012758198,0.8253582107524077,0.016612384
162,0.02495758,0.012123856,0.660795685857637,1e-05,0.015864566,0.029480394,0.012765192,0.8281154517705241,0.016620822
163,0.024990562,0.012115826,0.6611219955571894,1e-05,0.01582699,0.029307421,0.012732704,0.8269977550953627,0.016597657
164,0.024912627,0.012103841,0.6591598097273458,1e-05,0.015829524,0.029293332,0.012709695,0.8237518273914853,0.016596945
165,0.024853218,0.012106079,0.6578580142778315,1e-05,0.015841268,0.029388504,0.012702489,0.8249976858496666,0.01657011
166,0.024892962,0.012087876,0.6608558003240009,1e-05,0.01580715,0.029323973,0.012722436,0.824467004587253,0.016613124
167,0.024842687,0.012087691,0.6571085939930172,1e-05,0.015820365,0.02929151,0.0127180545,0.8241616515442729,0.016604919
168,0.024750786,0.012061541,0.6553626773209578,1e-05,0.015813835,0.029264983,0.012720987,0.8238006954391798,0.016576622
169,0.024770008,0.012065905,0.6551594204524902,1e-05,0.015824419,0.029286401,0.012699904,0.822634314497312,0.016576765
170,0.02480665,0.012088974,0.6551909451506579,1e-05,0.01576999,0.029281672,0.01267353,0.8221352115894357,0.016572855
171,0.024787785,0.012069845,0.654307406750667,1e-05,0.015803544,0.029310184,0.012657177,0.8229733469585577,0.016561044
172,0.02473321,0.012046466,0.6538684669920553,1e-05,0.01579057,0.02923123,0.012663775,0.8213835535570979,0.016568236
173,0.024745945,0.012060421,0.6534715187056878,1e-05,0.015777675,0.029231228,0.012695923,0.821554956647257,0.016594933
174,0.024683021,0.012048369,0.6516210585319353,1e-05,0.015753927,0.029204322,0.012662928,0.8217575708404183,0.016586496
175,0.02472373,0.012024167,0.6492290261760781,1e-05,0.015776956,0.0292017,0.012685772,0.820293977856636,0.016563905
176,0.02460384,0.012047044,0.6502803555175439,1e-05,0.015754204,0.029137565,0.012664852,0.8200885967041055,0.016558861
177,0.024676578,0.012015761,0.6488295989250069,1e-05,0.015742082,0.029150166,0.012674887,0.819133729984363,0.01653912
178,0.024574364,0.012006579,0.6474649220807681,1e-05,0.015740847,0.029181536,0.012653906,0.8189213934044043,0.016553711
179,0.024655411,0.011989384,0.6469304398403649,1e-05,0.01574698,0.029126756,0.012671512,0.8200237117707729,0.01655327
180,0.024700567,0.011998111,0.6496405903288472,1e-05,0.01572675,0.029115783,0.01264516,0.8190558527906736,0.016518231
181,0.024565972,0.011974541,0.6466758989233922,1e-05,0.015696125,0.02914952,0.012630194,0.817484421034654,0.016542701
182,0.02457286,0.011984272,0.6475601755039837,1e-05,0.015746182,0.029145122,0.012622479,0.8172923090557257,0.016518071
183,0.024464583,0.011991713,0.6448260850597057,1e-05,0.0157053,0.029146016,0.012619498,0.8166188128913442,0.016513318
184,0.024504745,0.011957718,0.6443947989207047,1e-05,0.015751453,0.029146986,0.012615489,0.8164629712700844,0.016514279
185,0.024492541,0.011971892,0.6437889600320197,1e-05,0.015704487,0.029151695,0.012598364,0.8175502900655071,0.016520783
186,0.024513552,0.01199348,0.6457886203148335,1e-05,0.015706036,0.029071433,0.012603242,0.8159853129958113,0.016535304
187,0.024547512,0.011925166,0.6460135464142713,1e-05,0.015689796,0.029119257,0.012601858,0.8156062547738353,0.016504856
188,0.024484167,0.011946907,0.6419994283967944,1e-05,0.0157085,0.029110797,0.012616839,0.8160826284438372,0.016507775
189,0.024365623,0.011917104,0.639632642200702,1e-05,0.015680417,0.029052785,0.012589024,0.8154389690607786,0.016522216
190,0.024317881,0.011890829,0.6366629947819474,1e-05,0.015693547,0.029142903,0.012545828,0.8147995735829076,0.016466325
191,0.024365457,0.011957025,0.6408175126693278,1e-05,0.015698371,0.029093958,0.012567606,0.8145962928732237,0.016507506
192,0.024314094,0.011875052,0.6383214726034727,1e-05,0.015675096,0.029046737,0.012615455,0.8166507122417291,0.016510924
193,0.024420885,0.011923035,0.640377259213396,1e-05,0.015682528,0.029059418,0.012546549,0.8135604852189621,0.01647767
194,0.024412438,0.011899695,0.6380523665627437,1e-05,0.015683373,0.02901575,0.012565,0.8134578453997771,0.016489038
195,0.024389626,0.011907127,0.6377598766139125,1e-05,0.01566939,0.02915741,0.012539576,0.8143829299757878,0.016488595
196,0.024172017,0.011882547,0.6337899832925348,1e-05,0.015621632,0.02899656,0.012534674,0.8110939223940173,0.016456472
197,0.02427459,0.011885918,0.6361204597213649,1e-05,0.015651787,0.029030276,0.0125062885,0.811162430793047,0.016444676
198,0.024195636,0.011882862,0.6326286867346473,1e-05,0.015638575,0.029019097,0.012519489,0.8117306331793467,0.016479794
199,0.0243004,0.011857798,0.6357985987797397,1e-05,0.01563956,0.028963812,0.012553799,0.8107152686764797,0.016442798
200,0.024116788,0.011862945,0.631923943450065,1e-05,0.015635425,0.028951827,0.012517508,0.8095358097925782,0.016459884
201,0.024181811,0.011852147,0.6326540164504068,1e-05,0.015592586,0.029010706,0.01249781,0.8105662483721972,0.01647306
202,0.024225378,0.011824233,0.6315174760418836,1e-05,0.015635125,0.029071132,0.012549957,0.8125207011277477,0.01649451
203,0.024065895,0.011847342,0.6301694615700215,1e-05,0.015604308,0.029017666,0.012475243,0.8099598316475749,0.016461698
204,0.02400253,0.011813103,0.6265628593455226,1e-05,0.015627464,0.0289383,0.012528611,0.8086727224290371,0.016417405
205,0.023984555,0.011839988,0.6267576162905425,1e-05,0.015618591,0.028984742,0.012488743,0.8076691838602225,0.016427448
206,0.024114136,0.011817568,0.6291495782636474,1e-05,0.015592634,0.028990878,0.012511447,0.8113165612642964,0.01646521
207,0.024039261,0.011807114,0.6264666479025314,1e-05,0.015579138,0.028944824,0.012509829,0.8076021000742912,0.016426679
208,0.02411613,0.011805477,0.6292856679855067,1e-05,0.015586199,0.028969845,0.012488083,0.8091133913646141,0.016420402
209,0.02401422,0.0118107125,0.626643507030336,1e-05,0.015591466,0.028952492,0.012483294,0.8075543555120627,0.016409775
210,0.023985308,0.0117942225,0.6238816716846177,1e-05,0.015565981,0.029057195,0.012490672,0.8104916345328093,0.01648543
211,0.023958294,0.011795016,0.6249494930017145,1e-05,0.015565909,0.029005567,0.012457244,0.8097675824537873,0.016427962
212,0.023941193,0.011802769,0.6244714988222352,1e-05,0.01554697,0.02892828,0.01246666,0.8068800447508693,0.01641513
213,0.024015948,0.01178861,0.6244236645892896,1e-05,0.015568511,0.028879255,0.01247511,0.8068210774411758,0.016436642
214,0.023921903,0.011784952,0.6234546642489603,1e-05,0.015553275,0.028988047,0.012503447,0.8065724615007639,0.016401254
215,0.023922218,0.011753699,0.6206533812696433,1e-05,0.015543449,0.028886732,0.012480723,0.8062869527687629,0.016422845
216,0.024006113,0.011775575,0.6232197611805492,1e-05,0.015559169,0.02907408,0.012465634,0.8083576019853354,0.016421087
217,0.023938488,0.011763196,0.621407350121081,1e-05,0.015561578,0.028992828,0.012426104,0.8060751973340908,0.016409613
218,0.023891635,0.011771928,0.6202667900259541,1e-05,0.015517555,0.028874079,0.012448293,0.8053774427001675,0.016418222
219,0.023727298,0.011757378,0.6174770679525886,1e-05,0.015541254,0.028891258,0.012418519,0.8034242767219743,0.01636786
220,0.02377109,0.011749877,0.6172627353640839,1e-05,0.015531923,0.028824827,0.012416642,0.8030993885671099,0.01638081
221,0.023717802,0.011768211,0.6164229704851946,1e-05,0.01550428,0.028854033,0.012372669,0.8038774446273843,0.016386814
222,0.023804983,0.01169684,0.6188859660713051,1e-05,0.015510557,0.028940834,0.012374911,0.8032034697631995,0.016376786
223,0.023764476,0.011761347,0.6174921417003658,1e-05,0.015543499,0.028850807,0.012436652,0.8063575020059943,0.016397426
224,0.023728168,0.011718401,0.6168875266230065,1e-05,0.015522339,0.02886277,0.012395561,0.8026284833128253,0.016395077
225,0.02377431,0.011719206,0.6163091074448639,1e-05,0.015520818,0.028845238,0.012410779,0.8035872606560588,0.01637277
226,0.023695214,0.011715324,0.6131822057624361,1e-05,0.015510734,0.028997885,0.0124087995,0.8045579642057419,0.016387608
